Code,Description,Type,Package/Line_Level,Gross charge,Discounted cash price,De-identified min contracted rate,De-identified max contracted rate,Derived contracted rate,AETNA-Commercial HMO/POS,AETNA-Commercial PPO/Open Access,AETNA-Medicare Advantage HMO,CONNECTICARE-Commercial HMO/POS,EMBLEMHEALTH-Commercial HMO/POS,EMBLEMHEALTH-Medicare Advantage HMO,EMBLEMHEALTH-Commercial PPO/Open Access,BLUE CROSS-Commercial HMO/POS,BLUE CROSS-Commercial PPO/Open Access,BLUE CROSS-Medicare Advantage HMO,HandM-Commercial HMO/POS,HEALTHFIRST-Commercial HMO/POS,BLUE CROSS-Medicaid HMO,UNITED HEALTHCARE-Commercial HMO/POS,UNITED HEALTHCARE-Medicare Advantage HMO,INTEGRATED HEALTH-Commercial HMO/POS,MOLINA-Medicaid HMO,TUFTS HEALTH-Commercial HMO/POS,UNITED HEALTHCARE-Commercial PPO/Open Access,UNITED HEALTHCARE-Medicaid HMO
25605,CLOSED TREATMENT OF BROKEN OR GROWTH PLATE SEPARATE OF FOREARM BONE AT WRIST WITH MANIPULATION,Outpatient,Package,3119.61,3119.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
26116,"REMOVAL OF GROWTH OF MUSCLE OF HAND OR FINGER, LESS THAN 1.5 CM",Outpatient,Line,3000.30,3000.3,1479.92,1479.92,1479.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1479.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
26116,"REMOVAL OF GROWTH OF MUSCLE OF HAND OR FINGER, LESS THAN 1.5 CM",Outpatient,Package,3020.55,3020.55,1479.92,1479.92,1479.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1479.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
26485,TRANSFER OF TENDON TO PALM,Outpatient,Line,5179.00,5179,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
26485,TRANSFER OF TENDON TO PALM,Outpatient,Package,6694.52,6694.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
26770,CLOSED TREATMENT OF DISLOCATED FINGER JOINT WITH MANIPULATION,Outpatient,Line,607.55,607.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
26770,CLOSED TREATMENT OF DISLOCATED FINGER JOINT WITH MANIPULATION,Outpatient,Package,1139.25,1139.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27045,"REMOVAL OF GROWTH OF MUSCLE OF PELVIS AND HIP, 5.0 CM OR MORE",Outpatient,Line,9350.75,9350.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27045,"REMOVAL OF GROWTH OF MUSCLE OF PELVIS AND HIP, 5.0 CM OR MORE",Outpatient,Package,19952.78,19952.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27235,PLACEMENT OF STABILIZING DEVICE FOR UPPER END OF BROKEN THIGH BONE,Outpatient,Line,3992.00,3992,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27235,PLACEMENT OF STABILIZING DEVICE FOR UPPER END OF BROKEN THIGH BONE,Outpatient,Package,24780.88,24780.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27385,PRIMARY SUTURE OF RUPTURED MUSCLE OF THIGH,Outpatient,Line,10619.75,10619.75,2478.62,9355.00,5916.81,9355.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2478.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27385,PRIMARY SUTURE OF RUPTURED MUSCLE OF THIGH,Outpatient,Package,12038.06,12038.06,2478.62,9355.00,5916.81,9355.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2478.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27447,"REPLACEMENT OF KNEE JOINT, BOTH SIDES OF KNEE",Outpatient,Line,6365.00,6365,30356.00,30356.00,30356.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30356.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27447,"REPLACEMENT OF KNEE JOINT, BOTH SIDES OF KNEE",Outpatient,Package,33242.68,33242.68,30356.00,30356.00,30356.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30356.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27524,TREATMENT OF BROKEN KNEECAP WITH PLACEMENT OF STABILIZING DEVICE AND/OR REMOVAL OF KNEECAP,Outpatient,Line,5179.00,5179,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27524,TREATMENT OF BROKEN KNEECAP WITH PLACEMENT OF STABILIZING DEVICE AND/OR REMOVAL OF KNEECAP,Outpatient,Package,6507.00,6507,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27792,TREATMENT OF BROKEN OUTER LOWER LEG BONE AT ANKLE,Outpatient,Line,4271.45,4271.45,8400.00,8400.00,8400.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8400.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27792,TREATMENT OF BROKEN OUTER LOWER LEG BONE AT ANKLE,Outpatient,Package,16809.55,16809.55,8400.00,8400.00,8400.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8400.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27814,TREATMENT OF BOTH BROKEN LOWER LEG BONES AT ANKLE,Outpatient,Line,7222.83,7222.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27814,TREATMENT OF BOTH BROKEN LOWER LEG BONES AT ANKLE,Outpatient,Package,8462.69,8462.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27818,CLOSED TREATMENT OF 3 BROKEN LOWER LEG BONES AT ANKLE WITH MANIPULATION,Outpatient,Line,590.00,590,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27818,CLOSED TREATMENT OF 3 BROKEN LOWER LEG BONES AT ANKLE WITH MANIPULATION,Outpatient,Package,6563.30,6563.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
28485,TREATMENT OF BROKEN MIDPORTION OF FOOT,Outpatient,Line,3992.00,3992,7181.70,7181.70,7181.70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7181.70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
28485,TREATMENT OF BROKEN MIDPORTION OF FOOT,Outpatient,Package,4844.95,4844.95,7181.70,7181.70,7181.70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7181.70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
28660,CLOSED TREATMENT OF DISLOCATED JOINT IN TOE,Outpatient,Line,323.15,323.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
28660,CLOSED TREATMENT OF DISLOCATED JOINT IN TOE,Outpatient,Package,2327.25,2327.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29105,APPLICATION OF LOWER AND UPPER ARM SPLINT,Outpatient,Line,516.89,516.89,162.30,162.30,162.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,162.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29105,APPLICATION OF LOWER AND UPPER ARM SPLINT,Outpatient,Package,516.89,516.89,162.30,162.30,162.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,162.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29125,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,Outpatient,Line,493.84,493.84,50.00,271.32,213.90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50.00,N/A,N/A,N/A,262.94,N/A,N/A,N/A,N/A,271.32,N/A,N/A,271.32
29125,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,Outpatient,Package,1030.46,1030.46,50.00,271.32,213.90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50.00,N/A,N/A,N/A,262.94,N/A,N/A,N/A,N/A,271.32,N/A,N/A,271.32
29130,APPLICATION OF NONMOVEABLE FINGER SPLINT,Outpatient,Line,412.76,412.76,265.22,265.22,265.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,265.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29130,APPLICATION OF NONMOVEABLE FINGER SPLINT,Outpatient,Package,412.76,412.76,265.22,265.22,265.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,265.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29240,PLACEMENT OF STRAPPING TO SHOULDER,Outpatient,Line,549.00,549,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29240,PLACEMENT OF STRAPPING TO SHOULDER,Outpatient,Package,2425.00,2425,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29505,APPLICATION OF LONG LEG SPLINT FROM THIGH TO ANKLE OR TOE,Outpatient,Line,601.33,601.33,50.00,283.85,166.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50.00,N/A,N/A,N/A,283.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29505,APPLICATION OF LONG LEG SPLINT FROM THIGH TO ANKLE OR TOE,Outpatient,Package,601.33,601.33,50.00,283.85,166.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50.00,N/A,N/A,N/A,283.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29515,APPLICATION OF SHORT LEG SPLINT FROM CALF TO FOOT,Outpatient,Line,439.03,439.03,518.58,518.58,518.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,518.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29515,APPLICATION OF SHORT LEG SPLINT FROM CALF TO FOOT,Outpatient,Package,947.49,947.49,518.58,518.58,518.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,518.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29580,"STRAPPING, UNNA BOOT",Outpatient,Line,780.98,780.98,162.30,450.01,260.62,N/A,N/A,169.55,N/A,N/A,N/A,N/A,N/A,N/A,162.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,450.01
29580,"STRAPPING, UNNA BOOT",Outpatient,Package,780.98,780.98,162.30,450.01,260.62,N/A,N/A,169.55,N/A,N/A,N/A,N/A,N/A,N/A,162.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,450.01
29581,"APPLICATION OF VEIN WOUND COMPRESSION BANDAGES ON LOWER LEG, ANKLE, AND FOOT",Outpatient,Line,737.54,737.54,169.55,450.01,309.78,N/A,N/A,169.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,450.01
29581,"APPLICATION OF VEIN WOUND COMPRESSION BANDAGES ON LOWER LEG, ANKLE, AND FOOT",Outpatient,Package,737.54,737.54,169.55,450.01,309.78,N/A,N/A,169.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,450.01
29823,REMOVAL OF EXTENSIVE SHOULDER JOINT TISSUE USING AN ENDOSCOPE,Outpatient,Line,5541.55,5541.55,54.22,54.22,54.22,54.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29823,REMOVAL OF EXTENSIVE SHOULDER JOINT TISSUE USING AN ENDOSCOPE,Outpatient,Package,7731.36,7731.36,54.22,54.22,54.22,54.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29827,REPAIR OF SHOULDER ROTATOR CUFF USING AN ENDOSCOPE,Outpatient,Line,8149.15,8149.15,5502.00,5502.00,5502.00,5502.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29827,REPAIR OF SHOULDER ROTATOR CUFF USING AN ENDOSCOPE,Outpatient,Package,9745.91,9745.91,5502.00,5502.00,5502.00,5502.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29888,REPAIR OF ANTERIOR CRUCIATE LIGAMENT OF KNEE USING AN ENDOSCOPE,Outpatient,Line,8739.00,8739,8316.38,8316.38,8316.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8316.38,N/A,N/A,N/A,N/A,N/A,N/A
29888,REPAIR OF ANTERIOR CRUCIATE LIGAMENT OF KNEE USING AN ENDOSCOPE,Outpatient,Package,12987.87,12987.87,8316.38,8316.38,8316.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8316.38,N/A,N/A,N/A,N/A,N/A,N/A
30901,SIMPLE CONTROL OF NOSE BLEED,Outpatient,Line,537.42,537.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30901,SIMPLE CONTROL OF NOSE BLEED,Outpatient,Package,537.42,537.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30903,COMPLEX CONTROL OF NOSE BLEED,Outpatient,Line,499.00,499,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30903,COMPLEX CONTROL OF NOSE BLEED,Outpatient,Package,1877.00,1877,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31500,EMERGENT INSERTION OF BREATHING TUBE INTO WINDPIPE USING AN ENDOSCOPE,Outpatient,Line,1079.10,1079.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31500,EMERGENT INSERTION OF BREATHING TUBE INTO WINDPIPE USING AN ENDOSCOPE,Outpatient,Package,5707.51,5707.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36000,INSERTION OF NEEDLE OR TUBE INTO VEIN,Outpatient,Line,48.03,48.03,17.00,47.00,31.26,N/A,47.00,N/A,N/A,N/A,N/A,N/A,32.00,33.29,N/A,N/A,20.00,17.00,34.77,N/A,N/A,34.77,N/A,N/A,N/A
36415,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,Outpatient,Line,46.15,46.15,1.68,172.00,35.04,45.00,67.50,4.24,N/A,11.53,N/A,N/A,172.00,1.68,3.00,N/A,9.00,N/A,54.00,N/A,N/A,8.77,N/A,N/A,8.77
36430,TRANSFUSION OF BLOOD OR BLOOD PRODUCTS,Outpatient,Line,4310.01,4310.01,455.96,1711.53,807.01,1711.53,N/A,476.34,N/A,N/A,N/A,N/A,N/A,N/A,455.96,N/A,584.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36430,TRANSFUSION OF BLOOD OR BLOOD PRODUCTS,Outpatient,Package,6118.59,6118.59,455.96,1711.53,807.01,1711.53,N/A,476.34,N/A,N/A,N/A,N/A,N/A,N/A,455.96,N/A,584.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36600,ARTERY PUNCTURE COLLECTION OF BLOOD SAMPLE,Outpatient,Line,173.88,173.88,7.50,7.50,7.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36600,ARTERY PUNCTURE COLLECTION OF BLOOD SAMPLE,Outpatient,Package,6200.70,6200.7,7.50,7.50,7.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36680,INSERTION OF NEEDLE FOR INFUSION INTO BONE,Outpatient,Line,605.60,605.6,159.44,159.44,159.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,159.44
36680,INSERTION OF NEEDLE FOR INFUSION INTO BONE,Outpatient,Package,8007.85,8007.85,159.44,159.44,159.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,159.44
40830,"REPAIR OF LACERATED MOUTH, 2.5 CM OR LESS",Outpatient,Line,739.00,739,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40830,"REPAIR OF LACERATED MOUTH, 2.5 CM OR LESS",Outpatient,Package,2213.45,2213.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41250,"REPAIR OF LACERATED FLOOR OF MOUTH AND/OR TONGUE, 2.5 CM OR LESS",Outpatient,Line,287.85,287.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41250,"REPAIR OF LACERATED FLOOR OF MOUTH AND/OR TONGUE, 2.5 CM OR LESS",Outpatient,Package,11511.45,11511.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
43239,"BIOPSY OF ESOPHAGUS, STOMACH, AND/OR UPPER SMALL BOWEL USING A FLEXIBLE ENDOSCOPE",Outpatient,Line,2257.98,2257.98,464.76,2108.90,1354.87,2108.90,N/A,971.07,N/A,N/A,N/A,N/A,2016.00,N/A,464.76,N/A,984.03,N/A,1584.46,N/A,N/A,N/A,N/A,N/A,N/A
43239,"BIOPSY OF ESOPHAGUS, STOMACH, AND/OR UPPER SMALL BOWEL USING A FLEXIBLE ENDOSCOPE",Outpatient,Package,1960.87,1960.87,464.76,2108.90,1354.87,2108.90,N/A,971.07,N/A,N/A,N/A,N/A,2016.00,N/A,464.76,N/A,984.03,N/A,1584.46,N/A,N/A,N/A,N/A,N/A,N/A
43246,INSERTION OF STOMACH TUBE USING A FLEXIBLE ENDOSCOPE,Outpatient,Line,2000.00,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
43246,INSERTION OF STOMACH TUBE USING A FLEXIBLE ENDOSCOPE,Outpatient,Package,2009.40,2009.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
43255,"CONTROL OF BLEEDING OF ESOPHAGUS, STOMACH, AND/OR UPPER SMALL BOWEL USING A FLEXIBLE ENDOSCOPE",Outpatient,Line,2000.00,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
43255,"CONTROL OF BLEEDING OF ESOPHAGUS, STOMACH, AND/OR UPPER SMALL BOWEL USING A FLEXIBLE ENDOSCOPE",Outpatient,Package,17510.40,17510.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
43753,INSERTION OF STOMACH TUBE AND ASPIRATION OF STOMACH CONTENTS,Outpatient,Line,853.00,853,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
43753,INSERTION OF STOMACH TUBE AND ASPIRATION OF STOMACH CONTENTS,Outpatient,Package,11637.46,11637.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44970,REMOVAL OF APPENDIX USING AN ENDOSCOPE,Outpatient,Line,4601.67,4601.67,6294.48,10660.14,8477.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6294.48,N/A,10660.14,N/A,N/A,N/A,N/A,N/A,N/A
44970,REMOVAL OF APPENDIX USING AN ENDOSCOPE,Outpatient,Package,4612.41,4612.41,6294.48,10660.14,8477.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6294.48,N/A,10660.14,N/A,N/A,N/A,N/A,N/A,N/A
45378,DIAGNOSTIC EXAM OF LARGE BOWEL USING A FLEXIBLE ENDOSCOPE,Outpatient,Line,2049.41,2049.41,476.19,3478.60,2069.31,3478.60,N/A,476.19,N/A,N/A,N/A,N/A,3336.90,N/A,985.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45378,DIAGNOSTIC EXAM OF LARGE BOWEL USING A FLEXIBLE ENDOSCOPE,Outpatient,Package,1659.05,1659.05,476.19,3478.60,2069.31,3478.60,N/A,476.19,N/A,N/A,N/A,N/A,3336.90,N/A,985.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45380,BIOPSY OF LARGE BOWEL USING A FLEXIBLE ENDOSCOPE,Outpatient,Line,2236.31,2236.31,1191.23,5473.13,3013.27,3692.00,N/A,1244.48,N/A,N/A,N/A,N/A,3465.50,N/A,1191.23,N/A,N/A,N/A,5473.13,N/A,N/A,N/A,N/A,N/A,N/A
45380,BIOPSY OF LARGE BOWEL USING A FLEXIBLE ENDOSCOPE,Outpatient,Package,1956.77,1956.77,1191.23,5473.13,3013.27,3692.00,N/A,1244.48,N/A,N/A,N/A,N/A,3465.50,N/A,1191.23,N/A,N/A,N/A,5473.13,N/A,N/A,N/A,N/A,N/A,N/A
45384,REMOVAL OF POLYPS OR GROWTHS OF LARGE BOWEL USING A FLEXIBLE ENDOSCOPE WITH ELECTRICAL CAUTERY,Outpatient,Line,2271.00,2271,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45384,REMOVAL OF POLYPS OR GROWTHS OF LARGE BOWEL USING A FLEXIBLE ENDOSCOPE WITH ELECTRICAL CAUTERY,Outpatient,Package,1514.00,1514,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45385,REMOVAL OF POLYPS OR GROWTHS OF LARGE BOWEL USING AN ENDOSCOPE WITH MECHANICAL SNARE,Outpatient,Line,2194.22,2194.22,867.95,3515.90,1876.11,N/A,N/A,1244.48,N/A,N/A,N/A,N/A,3515.90,N/A,N/A,N/A,867.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45385,REMOVAL OF POLYPS OR GROWTHS OF LARGE BOWEL USING AN ENDOSCOPE WITH MECHANICAL SNARE,Outpatient,Package,1804.67,1804.67,867.95,3515.90,1876.11,N/A,N/A,1244.48,N/A,N/A,N/A,N/A,3515.90,N/A,N/A,N/A,867.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47562,REMOVAL OF GALLBLADDER USING AN ENDOSCOPE,Outpatient,Line,4480.82,4480.82,2984.23,7728.00,5356.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7728.00,N/A,N/A,N/A,2984.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47562,REMOVAL OF GALLBLADDER USING AN ENDOSCOPE,Outpatient,Package,5313.29,5313.29,2984.23,7728.00,5356.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7728.00,N/A,N/A,N/A,2984.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49505,REPAIR OF GROIN HERNIA (5 YEARS OR OLDER),Outpatient,Line,5178.67,5178.67,4997.00,8739.00,6868.00,8739.00,4997.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
