Code,Description,Type,Package/Line_Level,Gross charge,Discounted cash price,De-identified min contracted rate,De-identified max contracted rate,Derived contracted rate,1199-Commercial other,Aetna-Medicare Advantage HMO,Aetna-Commercial HMO/POS,Aetna-Commercial PPO/Open Access,Aetna-Commercial other,Empire Health-Commercial other,Empire Health-Commercial PPO/Open Access,BlueCross BlueShield-Commercial other,Beacon Health-Commercial other,Carelon Health-Commercial other,Cigna-Commercial PPO/Open Access,Cigna-Commercial other,Cigna-Commercial HMO/POS,EH Facet-Commercial other,EmblemHealth-Commercial PPO/Open Access,EmblemHealth-Commercial other,EmblemHealth-Commercial HMO/POS,EmblemHealth-Medicaid HMO,EmblemHealth-Medicare Advantage HMO,Empire Health-Commercial HMO/POS,Empire Health-Medicare Advantage HMO,Empire Health-Medicaid HMO,Evernorth-Commercial other,Fidelis-Commercial other,Fidelis-Medicare Advantage HMO,Fidelis-Medicaid HMO,GHI-Commercial other,HealthFirst-Commercial other,HealthFirst-Medicare Advantage HMO,HealthFirst-Medicaid HMO,HealthPlus HP-Medicaid HMO,HealthPlus HP-Commercial other,HealthPlus HP-Medicare Advantage HMO,Humana-Commercial other,Humana-Commercial HMO/POS,Humana-Commercial PPO/Open Access,Meritain Health-Commercial other,Molina-Commercial other,Optum-Commercial other,Oxford-Commercial other,Oxford-Commercial HMO/POS,Tricare-Commercial other,United Healthcare-Commercial other,United Healthcare-Medicare Advantage HMO,United Healthcare-Commercial HMO/POS,United Healthcare-Medicaid HMO,United Healthcare-Commercial PPO/Open Access,Veteran Family-Commercial other
11104,"PUNCH BIOPSY, FIRST SKIN GROWTH",Outpatient,Package,1454.57,1454.57,54.63,2375,1115.52,N/A,N/A,2296,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,892.23,N/A,N/A,N/A,N/A,397.05,N/A,N/A,N/A,N/A,N/A,N/A,54.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2375,N/A,N/A,N/A,N/A,N/A,678.22,N/A,N/A
11105,"PUNCH BIOPSY, EACH ADDITIONAL SKIN GROWTH",Outpatient,Line,731.13,731.13,29.97,29.97,29.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11106,"INCISION BIOPSY, FIRST SKIN GROWTH",Outpatient,Line,1581.27,1581.27,758.9,2066.25,1412.58,N/A,N/A,N/A,N/A,N/A,2066.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,758.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11106,"INCISION BIOPSY, FIRST SKIN GROWTH",Outpatient,Package,1581.27,1581.27,758.9,2066.25,1412.58,N/A,N/A,N/A,N/A,N/A,2066.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,758.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11107,"INCISION BIOPSY, EACH ADDITIONAL SKIN GROWTH",Outpatient,Line,535.5,535.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11200,"REMOVAL OF SKIN TAG, 1-15 SKIN TAGS",Outpatient,Line,2441.47,2441.47,206.29,2839,1698.6,N/A,N/A,N/A,N/A,N/A,2839,2050.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,206.29,N/A,N/A,N/A,N/A,N/A,N/A
11200,"REMOVAL OF SKIN TAG, 1-15 SKIN TAGS",Outpatient,Package,2441.47,2441.47,206.29,2839,1698.6,N/A,N/A,N/A,N/A,N/A,2839,2050.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,206.29,N/A,N/A,N/A,N/A,N/A,N/A
11310,"SHAVING OF SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, 0.5 CM OR LESS",Outpatient,Line,2924,2924,4311,4311,4311,N/A,N/A,N/A,N/A,N/A,4311,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11310,"SHAVING OF SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, 0.5 CM OR LESS",Outpatient,Package,3361,3361,4311,4311,4311,N/A,N/A,N/A,N/A,N/A,4311,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11400,"REMOVAL OF NONCANCER SKIN GROWTH OF BODY, ARMS, OR LEGS, 0.5 CM OR LESS",Outpatient,Line,3283.36,3283.36,336.03,4781,1821.54,N/A,N/A,N/A,N/A,N/A,1616.63,N/A,1025.25,N/A,N/A,4781,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,818.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2352,N/A,N/A,N/A,N/A,N/A,336.03,N/A,N/A
11400,"REMOVAL OF NONCANCER SKIN GROWTH OF BODY, ARMS, OR LEGS, 0.5 CM OR LESS",Outpatient,Package,3283.36,3283.36,336.03,4781,1821.54,N/A,N/A,N/A,N/A,N/A,1616.63,N/A,1025.25,N/A,N/A,4781,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,818.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2352,N/A,N/A,N/A,N/A,N/A,336.03,N/A,N/A
11401,"REMOVAL OF NONCANCER SKIN GROWTH OF BODY, ARMS, OR LEGS, 0.6-1.0 CM",Outpatient,Line,3824.06,3824.06,794.5,4822,3368.75,N/A,N/A,4822,N/A,N/A,4311,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,794.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3547.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11401,"REMOVAL OF NONCANCER SKIN GROWTH OF BODY, ARMS, OR LEGS, 0.6-1.0 CM",Outpatient,Package,3824.06,3824.06,794.5,4822,3368.75,N/A,N/A,4822,N/A,N/A,4311,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,794.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3547.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11402,"REMOVAL OF NONCANCER SKIN GROWTH OF BODY, ARMS, OR LEGS, 1.1-2.0 CM",Outpatient,Line,2676.8,2676.8,708.54,4822,2556.89,N/A,795.03,4822,N/A,N/A,1025.25,3208.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4782,N/A,N/A,N/A,N/A,N/A,708.54,N/A,N/A
11402,"REMOVAL OF NONCANCER SKIN GROWTH OF BODY, ARMS, OR LEGS, 1.1-2.0 CM",Outpatient,Package,2676.8,2676.8,708.54,4822,2556.89,N/A,795.03,4822,N/A,N/A,1025.25,3208.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4782,N/A,N/A,N/A,N/A,N/A,708.54,N/A,N/A
11403,"REMOVAL OF NONCANCER SKIN GROWTH OF BODY, ARMS, OR LEGS, 2.1-3.0 CM",Outpatient,Line,3224.88,3224.88,176.35,4782,2231.22,N/A,N/A,N/A,N/A,N/A,4311,4101,N/A,N/A,N/A,2096.92,N/A,N/A,N/A,N/A,785.03,N/A,N/A,N/A,3756,N/A,N/A,N/A,N/A,N/A,794.5,N/A,176.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4782,N/A,714.86,N/A,N/A,N/A,794.5,N/A,N/A
11403,"REMOVAL OF NONCANCER SKIN GROWTH OF BODY, ARMS, OR LEGS, 2.1-3.0 CM",Outpatient,Package,3224.88,3224.88,176.35,4782,2231.22,N/A,N/A,N/A,N/A,N/A,4311,4101,N/A,N/A,N/A,2096.92,N/A,N/A,N/A,N/A,785.03,N/A,N/A,N/A,3756,N/A,N/A,N/A,N/A,N/A,794.5,N/A,176.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4782,N/A,714.86,N/A,N/A,N/A,794.5,N/A,N/A
11404,"REMOVAL OF NONCANCER SKIN GROWTH OF BODY, ARMS, OR LEGS, 3.1-4.0 CM",Outpatient,Line,3737.02,3737.02,1448.69,6050,3553.56,N/A,N/A,N/A,N/A,N/A,6050,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1448.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3162,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11404,"REMOVAL OF NONCANCER SKIN GROWTH OF BODY, ARMS, OR LEGS, 3.1-4.0 CM",Outpatient,Package,3737.02,3737.02,1448.69,6050,3553.56,N/A,N/A,N/A,N/A,N/A,6050,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1448.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3162,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11406,"REMOVAL OF NONCANCER SKIN GROWTH OF BODY, ARMS, OR LEGS, MORE THAN 4.0 CM",Outpatient,Line,3470.36,3470.36,1997.91,6017.59,3464.24,N/A,N/A,3010,N/A,N/A,2635,4584.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6017.59,N/A,N/A,5105.33,N/A,N/A,N/A,N/A,N/A,2350.48,N/A,N/A,N/A,N/A,1997.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3149,N/A,N/A,2328.31,N/A,N/A,N/A,N/A,N/A
11406,"REMOVAL OF NONCANCER SKIN GROWTH OF BODY, ARMS, OR LEGS, MORE THAN 4.0 CM",Outpatient,Package,3470.36,3470.36,1997.91,6017.59,3464.24,N/A,N/A,3010,N/A,N/A,2635,4584.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6017.59,N/A,N/A,5105.33,N/A,N/A,N/A,N/A,N/A,2350.48,N/A,N/A,N/A,N/A,1997.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3149,N/A,N/A,2328.31,N/A,N/A,N/A,N/A,N/A
11420,"REMOVAL OF NONCANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, 0.5 CM OR LESS",Outpatient,Line,3796.87,3796.87,5488.75,5488.75,5488.75,N/A,N/A,N/A,N/A,N/A,5488.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11420,"REMOVAL OF NONCANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, 0.5 CM OR LESS",Outpatient,Package,3796.87,3796.87,5488.75,5488.75,5488.75,N/A,N/A,N/A,N/A,N/A,5488.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11421,"REMOVAL OF NONCANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, 0.6-1.0 CM",Outpatient,Line,1945.47,1945.47,794.5,4704,2749.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4704,N/A,N/A,N/A,N/A,N/A,794.5,N/A,N/A
11421,"REMOVAL OF NONCANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, 0.6-1.0 CM",Outpatient,Package,1945.47,1945.47,794.5,4704,2749.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4704,N/A,N/A,N/A,N/A,N/A,794.5,N/A,N/A
11422,"REMOVAL OF NONCANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, 1.1-2.0 CM",Outpatient,Line,3070.2,3070.2,160.06,5701.88,3298.31,N/A,N/A,4592,4822,N/A,5701.88,3025,N/A,N/A,N/A,2620.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5270,N/A,N/A,N/A,N/A,N/A,N/A,N/A,160.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2352,N/A,N/A,2990.75,N/A,N/A,1448.69,N/A,N/A
11422,"REMOVAL OF NONCANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, 1.1-2.0 CM",Outpatient,Package,3070.2,3070.2,160.06,5701.88,3298.31,N/A,N/A,4592,4822,N/A,5701.88,3025,N/A,N/A,N/A,2620.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5270,N/A,N/A,N/A,N/A,N/A,N/A,N/A,160.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2352,N/A,N/A,2990.75,N/A,N/A,1448.69,N/A,N/A
11423,"REMOVAL OF NONCANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, 2.1-3.0 CM",Outpatient,Line,3561.13,3561.13,184.49,5755,2944.76,N/A,N/A,N/A,N/A,N/A,5755,5199,N/A,N/A,N/A,2668.88,N/A,N/A,N/A,N/A,N/A,4514.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1448.69,N/A,184.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2352,N/A,N/A,N/A,N/A,N/A,1435.46,N/A,N/A
11423,"REMOVAL OF NONCANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, 2.1-3.0 CM",Outpatient,Package,3561.13,3561.13,184.49,5755,2944.76,N/A,N/A,N/A,N/A,N/A,5755,5199,N/A,N/A,N/A,2668.88,N/A,N/A,N/A,N/A,N/A,4514.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1448.69,N/A,184.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2352,N/A,N/A,N/A,N/A,N/A,1435.46,N/A,N/A
11424,"REMOVAL OF NONCANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, 3.1-4.0 CM",Outpatient,Line,4245.11,4245.11,1395.61,4704,2516.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1395.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4704,N/A,N/A,N/A,N/A,N/A,1448.69,N/A,N/A
11424,"REMOVAL OF NONCANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, 3.1-4.0 CM",Outpatient,Package,4694.51,4694.51,1395.61,4704,2516.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1395.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4704,N/A,N/A,N/A,N/A,N/A,1448.69,N/A,N/A
11426,"REMOVAL OF NONCANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, MORE THAN 4.0 CM",Outpatient,Line,4130.24,4130.24,2243,7005.25,4310.86,N/A,N/A,N/A,3861.7,N/A,4133.48,7005.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2243,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11426,"REMOVAL OF NONCANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, MORE THAN 4.0 CM",Outpatient,Package,4130.24,4130.24,2243,7005.25,4310.86,N/A,N/A,N/A,3861.7,N/A,4133.48,7005.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2243,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11440,"REMOVAL OF NONCANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, 0.5 CM OR LESS",Outpatient,Line,2405.45,2405.45,357.43,4822,1590.01,N/A,N/A,N/A,4822,N/A,3433.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,678.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,794.5,357.43,N/A,N/A,476.57,N/A,N/A,N/A,566.95,N/A,N/A
11440,"REMOVAL OF NONCANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, 0.5 CM OR LESS",Outpatient,Package,2405.45,2405.45,357.43,4822,1590.01,N/A,N/A,N/A,4822,N/A,3433.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,678.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,794.5,357.43,N/A,N/A,476.57,N/A,N/A,N/A,566.95,N/A,N/A
11441,"REMOVAL OF NONCANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, 0.6-1.0 CM",Outpatient,Line,2714.88,2714.88,536.15,4311,2094.38,N/A,N/A,N/A,N/A,N/A,2882.92,4311,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,647.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,536.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11441,"REMOVAL OF NONCANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, 0.6-1.0 CM",Outpatient,Package,2714.88,2714.88,536.15,4311,2094.38,N/A,N/A,N/A,N/A,N/A,2882.92,4311,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,647.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,536.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11442,"REMOVAL OF NONCANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, 1.1-2.0 CM",Outpatient,Line,3375.12,3375.12,769.64,3285.69,1726.07,N/A,769.64,N/A,N/A,N/A,3285.69,2155.5,N/A,N/A,N/A,2563.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,794.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,787.77,N/A,N/A
11442,"REMOVAL OF NONCANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, 1.1-2.0 CM",Outpatient,Package,3821.81,3821.81,769.64,3285.69,1726.07,N/A,769.64,N/A,N/A,N/A,3285.69,2155.5,N/A,N/A,N/A,2563.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,794.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,787.77,N/A,N/A
11443,"REMOVAL OF NONCANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, 2.1-3.0 CM",Outpatient,Line,2465.34,2465.34,1395.61,4439,2572.64,N/A,N/A,N/A,N/A,N/A,4439,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1395.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1883.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11443,"REMOVAL OF NONCANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, 2.1-3.0 CM",Outpatient,Package,2465.34,2465.34,1395.61,4439,2572.64,N/A,N/A,N/A,N/A,N/A,4439,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1395.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1883.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11444,"REMOVAL OF NONCANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, 3.1-4.0 CM",Outpatient,Line,3967.33,3967.33,6050,6050,6050,N/A,N/A,N/A,N/A,N/A,N/A,6050,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11444,"REMOVAL OF NONCANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, 3.1-4.0 CM",Outpatient,Package,6403.5,6403.5,6050,6050,6050,N/A,N/A,N/A,N/A,N/A,N/A,6050,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11446,"REMOVAL OF NONCANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, MORE THAN 4.0 CM",Outpatient,Line,5676,5676,7564,7564,7564,N/A,N/A,N/A,N/A,N/A,7564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11446,"REMOVAL OF NONCANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, MORE THAN 4.0 CM",Outpatient,Package,6113,6113,7564,7564,7564,N/A,N/A,N/A,N/A,N/A,7564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11450,REMOVAL OF SKIN AND TISSUE OF UNDERARMS FOR INFLAMED SWEAT GLANDS WITH SIMPLE OR INTERMEDIATE REPAIR,Outpatient,Line,4355.75,4355.75,7564,7564,7564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
